,power_opt,time
2025-05-01 00:00:00,-1991.844,2025-05-01 00:00:00
2025-05-01 00:05:00,-1931.854,2025-05-01 00:05:00
2025-05-01 00:10:00,-1987.824,2025-05-01 00:10:00
2025-05-01 00:15:00,-1959.844,2025-05-01 00:15:00
2025-05-01 00:20:00,-1927.844,2025-05-01 00:20:00
2025-05-01 00:25:00,-1959.854,2025-05-01 00:25:00
2025-05-01 00:30:00,-1983.844,2025-05-01 00:30:00
2025-05-01 00:35:00,-2051.844,2025-05-01 00:35:00
2025-05-01 00:40:00,-1943.794,2025-05-01 00:40:00
2025-05-01 00:45:00,-2059.834,2025-05-01 00:45:00
2025-05-01 00:50:00,-2039.844,2025-05-01 00:50:00
2025-05-01 00:55:00,-2055.814,2025-05-01 00:55:00
2025-05-01 01:00:00,-1983.824,2025-05-01 01:00:00
2025-05-01 01:05:00,-2035.794,2025-05-01 01:05:00
2025-05-01 01:10:00,-1967.814,2025-05-01 01:10:00
2025-05-01 01:15:00,-1939.834,2025-05-01 01:15:00
2025-05-01 01:20:00,-2047.804,2025-05-01 01:20:00
2025-05-01 01:25:00,-2015.834,2025-05-01 01:25:00
2025-05-01 01:30:00,-2003.814,2025-05-01 01:30:00
2025-05-01 01:35:00,-2051.814,2025-05-01 01:35:00
2025-05-01 01:40:00,-2007.804,2025-05-01 01:40:00
2025-05-01 01:45:00,-2039.854,2025-05-01 01:45:00
2025-05-01 01:50:00,-2099.844,2025-05-01 01:50:00
2025-05-01 01:55:00,-2039.824,2025-05-01 01:55:00
2025-05-01 02:00:00,-2127.814,2025-05-01 02:00:00
2025-05-01 02:05:00,-2107.824,2025-05-01 02:05:00
2025-05-01 02:10:00,-2199.834,2025-05-01 02:10:00
2025-05-01 02:15:00,-2099.814,2025-05-01 02:15:00
2025-05-01 02:20:00,-2127.794,2025-05-01 02:20:00
2025-05-01 02:25:00,-2091.844,2025-05-01 02:25:00
2025-05-01 02:30:00,-2147.824,2025-05-01 02:30:00
